tsa,location,date,total_beds_available,total_beds_occupied,icu_beds_available,icu_beds_occupied,covid_inpatients,covid_icu_inpatients
V,Lower Rio Grande Valley,2020-05-24,627,1905,41,159,26,12
V,Lower Rio Grande Valley,2020-05-25,627,1710,42,157,31,11
V,Lower Rio Grande Valley,2020-05-26,683,1660,52,148,33,11
V,Lower Rio Grande Valley,2020-05-27,678,1742,56,151,32,10
V,Lower Rio Grande Valley,2020-05-28,682,1944,51,153,33,13
V,Lower Rio Grande Valley,2020-05-29,621,1903,49,169,36,14
V,Lower Rio Grande Valley,2020-05-30,576,1901,45,173,31,13
V,Lower Rio Grande Valley,2020-05-31,646,1813,39,169,33,13
V,Lower Rio Grande Valley,2020-06-01,616,1751,49,169,37,14
V,Lower Rio Grande Valley,2020-06-02,647,1733,38,178,37,15
V,Lower Rio Grande Valley,2020-06-03,608,1851,48,179,43,16
V,Lower Rio Grande Valley,2020-06-04,637,1876,48,178,47,13
V,Lower Rio Grande Valley,2020-06-05,596,2008,32,180,46,11
V,Lower Rio Grande Valley,2020-06-06,559,1982,29,187,51,16
V,Lower Rio Grande Valley,2020-06-07,566,1888,37,180,47,10
V,Lower Rio Grande Valley,2020-06-08,539,1674,42,174,56,11
V,Lower Rio Grande Valley,2020-06-09,558,1716,65,160,65,9
V,Lower Rio Grande Valley,2020-06-10,543,1914,55,181,67,14
V,Lower Rio Grande Valley,2020-06-11,520,1938,54,176,67,14
V,Lower Rio Grande Valley,2020-06-12,418,2015,52,185,91,21
V,Lower Rio Grande Valley,2020-06-13,403,2068,46,193,94,20
V,Lower Rio Grande Valley,2020-06-14,618,1981,51,208,99,18
V,Lower Rio Grande Valley,2020-06-15,574,1648,39,163,87,18
V,Lower Rio Grande Valley,2020-06-16,564,1861,42,186,122,27
V,Lower Rio Grande Valley,2020-06-17,546,2031,48,186,164,38
V,Lower Rio Grande Valley,2020-06-18,595,2152,62,180,175,39
V,Lower Rio Grande Valley,2020-06-19,536,2104,62,191,191,40
V,Lower Rio Grande Valley,2020-06-20,473,2060,54,199,203,42
V,Lower Rio Grande Valley,2020-06-21,457,2008,63,193,227,45
V,Lower Rio Grande Valley,2020-06-22,405,1807,65,197,253,58
V,Lower Rio Grande Valley,2020-06-23,490,1945,61,206,280,63
V,Lower Rio Grande Valley,2020-06-24,446,2131,41,234,312,78
V,Lower Rio Grande Valley,2020-06-25,359,2193,40,246,398,84
V,Lower Rio Grande Valley,2020-06-26,361,2252,27,276,405,95
V,Lower Rio Grande Valley,2020-06-27,387,2226,27,257,451,100
V,Lower Rio Grande Valley,2020-06-28,447,2109,38,241,462,109
V,Lower Rio Grande Valley,2020-06-29,525,2106,45,236,475,114
V,Lower Rio Grande Valley,2020-06-30,509,2141,42,236,545,110
V,Lower Rio Grande Valley,2020-07-01,419,2296,27,257,588,131
V,Lower Rio Grande Valley,2020-07-02,443,2444,42,256,693,142
V,Lower Rio Grande Valley,2020-07-03,369,2545,36,273,753,161
V,Lower Rio Grande Valley,2020-07-04,408,2614,36,291,820,185
V,Lower Rio Grande Valley,2020-07-05,303,2532,26,299,836,203
V,Lower Rio Grande Valley,2020-07-06,367,2559,43,303,954,217
V,Lower Rio Grande Valley,2020-07-07,676,2492,66,322,1097,278
V,Lower Rio Grande Valley,2020-07-08,424,2742,25,364,1179,276
V,Lower Rio Grande Valley,2020-07-09,436,2746,21,384,1216,291
V,Lower Rio Grande Valley,2020-07-10,380,2747,22,373,1293,291
V,Lower Rio Grande Valley,2020-07-11,378,2521,21,319,1197,253
V,Lower Rio Grande Valley,2020-07-12,439,2710,29,381,1356,317
V,Lower Rio Grande Valley,2020-07-13,440,2684,27,379,1351,314
V,Lower Rio Grande Valley,2020-07-14,374,2366,8,350,1304,328
V,Lower Rio Grande Valley,2020-07-15,339,2535,14,357,1300,324
V,Lower Rio Grande Valley,2020-07-16,349,2547,10,367,1313,329
V,Lower Rio Grande Valley,2020-07-17,382,2794,21,427,1528,382
V,Lower Rio Grande Valley,2020-07-18,419,2939,24,431,1571,436
V,Lower Rio Grande Valley,2020-07-19,480,2928,37,435,1536,401
V,Lower Rio Grande Valley,2020-07-20,489,2874,37,445,1502,371
V,Lower Rio Grande Valley,2020-07-21,539,2827,51,498,1595,382
V,Lower Rio Grande Valley,2020-07-22,535,2867,50,475,1606,401
V,Lower Rio Grande Valley,2020-07-23,1506,1723,216,292,1269,295
V,Lower Rio Grande Valley,2020-07-24,1890,2134,281,402,1584,360
V,Lower Rio Grande Valley,2020-07-25,1279,2135,230,382,1531,375
V,Lower Rio Grande Valley,2020-07-26,949,18,226,333,1262,346
V,Lower Rio Grande Valley,2020-07-27,956,2081,221,339,1547,393
V,Lower Rio Grande Valley,2020-07-28,1651,2653,301,550,1392,410
V,Lower Rio Grande Valley,2020-07-29,1732,2678,332,486,1379,387
V,Lower Rio Grande Valley,2020-07-30,488,2470,30,462,1397,417
V,Lower Rio Grande Valley,2020-07-31,371,2461,29,473,1449,413
V,Lower Rio Grande Valley,2020-08-01,469,2381,31,517,1310,392
V,Lower Rio Grande Valley,2020-08-02,517,2366,30,471,1249,403
V,Lower Rio Grande Valley,2020-08-03,566,2260,32,546,1260,387
V,Lower Rio Grande Valley,2020-08-04,618,2225,41,524,1243,384
V,Lower Rio Grande Valley,2020-08-05,526,2259,67,510,1212,399
V,Lower Rio Grande Valley,2020-08-06,655,2235,74,540,1185,408
V,Lower Rio Grande Valley,2020-08-07,644,2248,82,529,1201,410
V,Lower Rio Grande Valley,2020-08-08,724,2212,67,527,1213,399
V,Lower Rio Grande Valley,2020-08-09,733,2049,61,519,1109,383
V,Lower Rio Grande Valley,2020-08-10,747,2014,65,497,1101,376
V,Lower Rio Grande Valley,2020-08-11,674,2040,67,486,1093,369
V,Lower Rio Grande Valley,2020-08-12,636,1986,62,511,1083,376
V,Lower Rio Grande Valley,2020-08-13,679,2010,71,508,985,373
V,Lower Rio Grande Valley,2020-08-14,679,1986,78,483,967,358
V,Lower Rio Grande Valley,2020-08-15,761,2004,83,474,918,353
V,Lower Rio Grande Valley,2020-08-16,816,2021,90,462,906,346
V,Lower Rio Grande Valley,2020-08-17,769,1931,80,458,839,341
V,Lower Rio Grande Valley,2020-08-18,788,1889,97,432,797,317
V,Lower Rio Grande Valley,2020-08-19,799,1979,106,411,730,295
V,Lower Rio Grande Valley,2020-08-20,799,1976,106,400,728,288
V,Lower Rio Grande Valley,2020-08-21,884,1975,118,413,702,288
V,Lower Rio Grande Valley,2020-08-22,816,2004,101,414,667,259
V,Lower Rio Grande Valley,2020-08-23,788,2037,96,397,677,258
V,Lower Rio Grande Valley,2020-08-24,917,1870,101,376,624,253
V,Lower Rio Grande Valley,2020-08-25,947,1935,101,386,647,249
V,Lower Rio Grande Valley,2020-08-26,1004,1791,106,373,610,229
V,Lower Rio Grande Valley,2020-08-27,1014,1755,101,378,588,227
V,Lower Rio Grande Valley,2020-08-28,992,1886,110,390,586,245
V,Lower Rio Grande Valley,2020-08-29,987,1911,107,393,549,217
V,Lower Rio Grande Valley,2020-08-30,1028,1854,113,388,545,213
V,Lower Rio Grande Valley,2020-08-31,990,1797,123,362,545,209
V,Lower Rio Grande Valley,2020-09-01,1004,1766,129,336,504,199
V,Lower Rio Grande Valley,2020-09-02,1042,1807,123,341,498,186
V,Lower Rio Grande Valley,2020-09-03,1029,1817,122,345,499,181
V,Lower Rio Grande Valley,2020-09-04,1045,1806,124,323,458,170
V,Lower Rio Grande Valley,2020-09-05,1059,1817,120,328,447,169
V,Lower Rio Grande Valley,2020-09-06,1047,1808,121,335,421,162
V,Lower Rio Grande Valley,2020-09-07,1055,1620,121,332,402,156
V,Lower Rio Grande Valley,2020-09-08,960,1578,140,312,408,157
V,Lower Rio Grande Valley,2020-09-09,967,1619,138,310,425,163
V,Lower Rio Grande Valley,2020-09-10,946,1669,126,309,408,159
V,Lower Rio Grande Valley,2020-09-11,794,1946,111,334,402,152
V,Lower Rio Grande Valley,2020-09-12,827,1936,117,323,386,151
V,Lower Rio Grande Valley,2020-09-13,874,1688,144,325,379,151
V,Lower Rio Grande Valley,2020-09-14,943,1660,128,355,379,147
V,Lower Rio Grande Valley,2020-09-15,993,1763,130,343,360,141
Total,Statewide Total,2020-04-12,21289,27420,2368,,1338,563
Total,Statewide Total,2020-04-13,20327,26721,2265,,1176,591
Total,Statewide Total,2020-04-14,20939,28695,2342,,1409,594
Total,Statewide Total,2020-04-15,21556,29892,2366,,1568,688
Total,Statewide Total,2020-04-16,21258,30271,2386,,1459,663
Total,Statewide Total,2020-04-17,21030,30162,2543,,1522,694
Total,Statewide Total,2020-04-18,20848,30333,2339,,1321,583
Total,Statewide Total,2020-04-19,20798,29136,2377,,1471,624
Total,Statewide Total,2020-04-20,20244,27057,2386,,1414,620
Total,Statewide Total,2020-04-21,21186,29380,2398,,1497,636
Total,Statewide Total,2020-04-22,19757,32474,2220,,1678,691
Total,Statewide Total,2020-04-23,19106,34032,2298,4538,1649,689
Total,Statewide Total,2020-04-24,20569,34788,2278,4809,1664,670
Total,Statewide Total,2020-04-25,20103,34687,2330,4852,1587,651
Total,Statewide Total,2020-04-26,19758,33201,2151,4720,1542,645
Total,Statewide Total,2020-04-27,19925,31702,2147,4623,1563,660
Total,Statewide Total,2020-04-28,20555,33473,2187,4867,1682,684
Total,Statewide Total,2020-04-29,19898,35289,2032,4921,1702,718
Total,Statewide Total,2020-04-30,18940,35604,2126,4823,1686,704
Total,Statewide Total,2020-05-01,19405,36409,2166,4871,1778,736
Total,Statewide Total,2020-05-02,19527,35692,2134,4830,1725,711
Total,Statewide Total,2020-05-03,19047,32012,2132,4847,1540,624
Total,Statewide Total,2020-05-04,18994,32019,2055,4628,1533,619
Total,Statewide Total,2020-05-05,18655,34653,2094,4876,1888,689
Total,Statewide Total,2020-05-06,17780,37421,1908,5071,1812,726
Total,Statewide Total,2020-05-07,17513,38722,1959,5056,1750,716
Total,Statewide Total,2020-05-08,17299,38516,1904,5112,1734,697
Total,Statewide Total,2020-05-09,18179,37977,2022,4860,1735,674
Total,Statewide Total,2020-05-10,17751,35333,1954,4779,1626,661
Total,Statewide Total,2020-05-11,18230,32549,1989,4752,1525,610
Total,Statewide Total,2020-05-12,19226,34519,2143,4869,1725,699
Total,Statewide Total,2020-05-13,17596,38292,1940,5136,1676,674
Total,Statewide Total,2020-05-14,17118,38626,1932,5113,1648,673
Total,Statewide Total,2020-05-15,17123,39654,1876,5192,1716,683
Total,Statewide Total,2020-05-16,16794,39392,1847,5077,1791,687
Total,Statewide Total,2020-05-17,16981,34208,1832,4758,1512,604
Total,Statewide Total,2020-05-18,16613,33455,1911,4494,1551,618
Total,Statewide Total,2020-05-19,17697,35767,1947,4930,1732,675
Total,Statewide Total,2020-05-20,16617,40313,1659,5259,1791,694
Total,Statewide Total,2020-05-21,15684,40321,1547,5216,1680,690
Total,Statewide Total,2020-05-22,15598,40132,1638,5144,1578,665
Total,Statewide Total,2020-05-23,15069,40977,1678,5329,1688,666
Total,Statewide Total,2020-05-24,15413,35987,1840,4830,1572,643
Total,Statewide Total,2020-05-25,16469,33489,1755,4647,1511,657
Total,Statewide Total,2020-05-26,16875,34246,1974,4699,1534,647
Total,Statewide Total,2020-05-27,16354,36501,1864,4933,1645,671
Total,Statewide Total,2020-05-28,14891,39561,1592,5520,1692,694
Total,Statewide Total,2020-05-29,16136,41521,1696,5212,1622,747
Total,Statewide Total,2020-05-30,15599,41462,1697,5255,1752,753
Total,Statewide Total,2020-05-31,16127,39467,1698,4957,1684,731
Total,Statewide Total,2020-06-01,16330,38032,1784,5394,1756,748
Total,Statewide Total,2020-06-02,16575,37510,1764,5314,1773,762
Total,Statewide Total,2020-06-03,14948,36201,1621,5566,1805,748
Total,Statewide Total,2020-06-04,15219,40783,1658,5577,1796,730
Total,Statewide Total,2020-06-05,14674,42965,1625,5587,1855,742
Total,Statewide Total,2020-06-06,15198,41603,1583,5623,1822,737
Total,Statewide Total,2020-06-07,15942,40237,1680,5657,1878,763
Total,Statewide Total,2020-06-08,15070,37283,1619,5292,1935,743
Total,Statewide Total,2020-06-09,15402,39336,1723,5500,2056,784
Total,Statewide Total,2020-06-10,13645,42410,1508,5622,2153,857
Total,Statewide Total,2020-06-11,13271,40724,1419,5667,2059,809
Total,Statewide Total,2020-06-12,14033,42995,1494,5726,2166,810
Total,Statewide Total,2020-06-13,13571,43025,1498,5710,2242,828
Total,Statewide Total,2020-06-14,14660,40548,1603,5633,2287,817
Total,Statewide Total,2020-06-15,14525,36840,1626,5289,2326,861
Total,Statewide Total,2020-06-16,14993,39851,1675,5529,2518,895
Total,Statewide Total,2020-06-17,13815,42379,1473,5782,2793,964
Total,Statewide Total,2020-06-18,13472,44041,1453,5856,2947,1010
Total,Statewide Total,2020-06-19,13591,46232,1443,5841,3148,1088
Total,Statewide Total,2020-06-20,13701,44293,1449,5807,3247,1113
Total,Statewide Total,2020-06-21,14316,42815,1493,5701,3409,1143
Total,Statewide Total,2020-06-22,14697,40607,1517,5712,3711,1220
Total,Statewide Total,2020-06-23,14260,40382,1483,5762,4092,1325
Total,Statewide Total,2020-06-24,12951,43756,1320,5968,4389,1399
Total,Statewide Total,2020-06-25,12597,45208,1322,6051,4739,1460
Total,Statewide Total,2020-06-26,12398,45535,1284,6150,5102,1586
Total,Statewide Total,2020-06-27,12893,45318,1333,6165,5523,1727
Total,Statewide Total,2020-06-28,12751,41950,1355,5999,5497,1684
Total,Statewide Total,2020-06-29,13825,40419,1411,5931,5913,1828
Total,Statewide Total,2020-06-30,13711,41555,1405,5921,6533,1894
Total,Statewide Total,2020-07-01,12894,44333,1322,6017,6904,1993
Total,Statewide Total,2020-07-02,11983,45687,1181,6147,7382,2155
Total,Statewide Total,2020-07-03,12134,45619,1161,6045,7652,2231
Total,Statewide Total,2020-07-04,12907,44252,1270,5952,7890,2338
Total,Statewide Total,2020-07-05,13307,42564,1203,5946,8181,2449
Total,Statewide Total,2020-07-06,12852,40828,1226,5913,8698,2517
Total,Statewide Total,2020-07-07,12925,41819,1148,6087,9286,2658
Total,Statewide Total,2020-07-08,11575,45016,1017,6322,9610,2730
Total,Statewide Total,2020-07-09,11296,46706,953,6478,9689,2878
Total,Statewide Total,2020-07-10,10698,46943,940,6379,10002,2923
Total,Statewide Total,2020-07-11,11188,46338,930,6353,10083,2913
Total,Statewide Total,2020-07-12,11726,45740,977,6405,10410,2995
Total,Statewide Total,2020-07-13,12066,43566,984,6370,10405,3053
Total,Statewide Total,2020-07-14,11402,43615,949,6334,10569,3144
Total,Statewide Total,2020-07-15,10586,45585,853,6583,10471,3104
Total,Statewide Total,2020-07-16,10759,46389,865,6666,10457,3169
Total,Statewide Total,2020-07-17,10479,46216,896,6693,10632,3216
Total,Statewide Total,2020-07-18,10831,46495,966,6658,10658,3263
Total,Statewide Total,2020-07-19,11072,44709,943,6661,10592,3412
Total,Statewide Total,2020-07-20,11167,43479,1004,6633,10569,3197
Total,Statewide Total,2020-07-21,11461,43802,1088,6654,10848,3281
Total,Statewide Total,2020-07-22,10520,45635,1031,6794,10893,3329
Total,Statewide Total,2020-07-23,13476,36109,1267,3758,8858,3160
Total,Statewide Total,2020-07-24,14441,44728,1396,6552,10036,3228
Total,Statewide Total,2020-07-25,13837,47982,1261,6932,9827,3180
Total,Statewide Total,2020-07-26,11443,23089,1243,4317,10075,3209
Total,Statewide Total,2020-07-27,12723,41548,1345,7225,9794,3352
Total,Statewide Total,2020-07-28,13444,45221,1348,7319,9593,3136
Total,Statewide Total,2020-07-29,12201,42902,1362,7418,9595,3087
Total,Statewide Total,2020-07-30,10906,43593,1080,6893,9296,3036
Total,Statewide Total,2020-07-31,11412,34808,1112,6898,9336,3117
Total,Statewide Total,2020-08-01,11674,43105,1170,6169,8969,3115
Total,Statewide Total,2020-08-02,12126,41667,1227,6201,8610,3014
Total,Statewide Total,2020-08-03,11916,40284,1101,6968,8819,3045
Total,Statewide Total,2020-08-04,12902,40911,1272,6864,8674,3006
Total,Statewide Total,2020-08-05,11328,43359,1155,6925,8455,2917
Total,Statewide Total,2020-08-06,11666,44588,1139,6947,8302,2863
Total,Statewide Total,2020-08-07,11601,44766,1159,6992,8065,2742
Total,Statewide Total,2020-08-08,11396,43503,1115,6809,7872,2730
Total,Statewide Total,2020-08-09,11749,42537,1123,6726,7437,2608
Total,Statewide Total,2020-08-10,12204,42093,1184,6646,7304,2552
Total,Statewide Total,2020-08-11,12696,41676,1252,6547,7216,2495
Total,Statewide Total,2020-08-12,11460,43189,1229,6602,7028,2479
Total,Statewide Total,2020-08-13,11179,43740,1188,6686,6879,2435
Total,Statewide Total,2020-08-14,11328,44930,1159,6720,6632,2380
Total,Statewide Total,2020-08-15,11390,45110,1218,6645,6481,2306
Total,Statewide Total,2020-08-16,12051,44448,1234,6745,6267,2269
Total,Statewide Total,2020-08-17,12180,42838,1263,6607,6200,2240
Total,Statewide Total,2020-08-18,12144,42380,1292,6636,6210,2179
Total,Statewide Total,2020-08-19,11167,43861,1232,6920,5974,2107
Total,Statewide Total,2020-08-20,11310,44375,1207,6760,5635,1979
Total,Statewide Total,2020-08-21,11237,45070,1237,6777,5566,1963
Total,Statewide Total,2020-08-22,11210,43690,1198,6739,5274,1878
Total,Statewide Total,2020-08-23,12356,43092,1310,6438,5186,1809
Total,Statewide Total,2020-08-24,12690,41202,1305,6568,5019,1799
Total,Statewide Total,2020-08-25,13037,41625,1355,6478,4907,1723
Total,Statewide Total,2020-08-26,12131,42662,1220,6604,4806,1704
Total,Statewide Total,2020-08-27,11821,42198,1193,6724,4489,1636
Total,Statewide Total,2020-08-28,12635,43061,1234,6698,4422,1648
Total,Statewide Total,2020-08-29,12808,43100,1240,6737,4273,1566
Total,Statewide Total,2020-08-30,12833,42113,1224,6725,4172,1539
Total,Statewide Total,2020-08-31,12962,41753,1276,6595,4203,1525
Total,Statewide Total,2020-09-01,12817,41597,1328,6433,4144,1460
Total,Statewide Total,2020-09-02,11752,43965,1137,6735,4149,1476
Total,Statewide Total,2020-09-03,11554,45613,1149,6770,4075,1433
Total,Statewide Total,2020-09-04,11613,44505,1244,6627,3889,1400
Total,Statewide Total,2020-09-05,11868,44542,1247,6116,3973,1409
Total,Statewide Total,2020-09-06,12920,43677,1268,6480,3715,1348
Total,Statewide Total,2020-09-07,13603,41203,1368,6741,3537,1322
Total,Statewide Total,2020-09-08,13469,40984,1414,6280,3701,1347
Total,Statewide Total,2020-09-09,12985,41095,1423,6294,3604,1267
Total,Statewide Total,2020-09-10,11783,43357,1217,6538,3575,1254
Total,Statewide Total,2020-09-11,11893,45078,1210,6328,3465,1198
Total,Statewide Total,2020-09-12,11973,45181,1210,6044,3371,1174
Total,Statewide Total,2020-09-13,12753,43128,1350,5782,3319,1140
Total,Statewide Total,2020-09-14,12781,42282,1360,5502,3325,1165
Total,Statewide Total,2020-09-15,12886,42570,1348,5848,3311,1151
